Contract,Delivery Period,Open Price,High Price,Low Price,Last Price,Volume,Trade Unit,Traded Contracts,Settlement Price,Open Interest Contracts (prev. day),Open Interest EUA (prev. day),Contract Volume,Exchange Volume EUA,Exchange Traded Contracts,Exchange Number of Trades,TradeReg Volume EUA,TradeReg Traded Contracts,TradeReg Number of Trades,Exchange Volume,TradeReg Volume,Open Interest Contracts,Open Interest,Open Interest EUA,Trading Day,Contract Number
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.14,0.0,0.0,,,,,,,,,,,,,2010-06-30,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.15,0.0,0.0,,,,,,,,,,,,,2010-06-30,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.21,0.0,0.0,,,,,,,,,,,,,2010-07-01,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.15,0.0,0.0,,,,,,,,,,,,,2010-07-01,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.31,0.0,0.0,,,,,,,,,,,,,2010-07-02,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.26,0.0,0.0,,,,,,,,,,,,,2010-07-02,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.34,0.0,0.0,,,,,,,,,,,,,2010-07-05,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.37,0.0,0.0,,,,,,,,,,,,,2010-07-05,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.18,0.0,0.0,,,,,,,,,,,,,2010-07-06,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.17,0.0,0.0,,,,,,,,,,,,,2010-07-06,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.84,0.0,0.0,,,,,,,,,,,,,2010-07-07,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.78,0.0,0.0,,,,,,,,,,,,,2010-07-07,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.38,0.0,0.0,,,,,,,,,,,,,2010-07-08,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.32,0.0,0.0,,,,,,,,,,,,,2010-07-08,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.64,0.0,0.0,,,,,,,,,,,,,2010-07-09,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.61,0.0,0.0,,,,,,,,,,,,,2010-07-09,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.09,0.0,0.0,,,,,,,,,,,,,2010-07-12,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.05,0.0,0.0,,,,,,,,,,,,,2010-07-12,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,15.81,0.0,0.0,,,,,,,,,,,,,2010-07-13,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.72,0.0,0.0,,,,,,,,,,,,,2010-07-13,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,15.98,0.0,0.0,,,,,,,,,,,,,2010-07-14,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.93,0.0,0.0,,,,,,,,,,,,,2010-07-14,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,15.91,0.0,0.0,,,,,,,,,,,,,2010-07-15,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.86,0.0,0.0,,,,,,,,,,,,,2010-07-15,2
FEUA,2013-12,16.12,16.12,16.12,16.12,25000.0,1000.0,25.0,16.24,0.0,0.0,,,,,,,,,,,,,2010-07-16,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.19,0.0,0.0,,,,,,,,,,,,,2010-07-16,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.52,25.0,25000.0,,,,,,,,,,,,,2010-07-19,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.47,0.0,0.0,,,,,,,,,,,,,2010-07-19,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.21,25.0,25000.0,,,,,,,,,,,,,2010-07-20,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.16,0.0,0.0,,,,,,,,,,,,,2010-07-20,2
FEUA,2013-12,16.21,16.21,16.21,16.21,25000.0,1000.0,25.0,15.91,25.0,25000.0,,,,,,,,,,,,,2010-07-21,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.86,0.0,0.0,,,,,,,,,,,,,2010-07-21,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.23,25.0,25000.0,,,,,,,,,,,,,2010-07-22,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.18,0.0,0.0,,,,,,,,,,,,,2010-07-22,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,15.98,25.0,25000.0,,,,,,,,,,,,,2010-07-23,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.93,0.0,0.0,,,,,,,,,,,,,2010-07-23,2
FEUA,2013-12,15.79,15.79,15.79,15.79,25000.0,1000.0,25.0,15.44,25.0,25000.0,,,,,,,,,,,,,2010-07-26,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.33,0.0,0.0,,,,,,,,,,,,,2010-07-26,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,15.66,50.0,50000.0,,,,,,,,,,,,,2010-07-27,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.63,0.0,0.0,,,,,,,,,,,,,2010-07-27,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,15.72,50.0,50000.0,,,,,,,,,,,,,2010-07-28,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.63,0.0,0.0,,,,,,,,,,,,,2010-07-28,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.0,50.0,50000.0,,,,,,,,,,,,,2010-07-29,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.95,0.0,0.0,,,,,,,,,,,,,2010-07-29,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.11,50.0,50000.0,,,,,,,,,,,,,2010-07-30,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.08,0.0,0.0,,,,,,,,,,,,,2010-07-30,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.45,50.0,50000.0,,,,,,,,,,,,,2010-08-02,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.4,0.0,0.0,,,,,,,,,,,,,2010-08-02,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.43,50.0,50000.0,,,,,,,,,,,,,2010-08-03,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.35,0.0,0.0,,,,,,,,,,,,,2010-08-03,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.33,50.0,50000.0,,,,,,,,,,,,,2010-08-04,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.26,0.0,0.0,,,,,,,,,,,,,2010-08-04,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.36,50.0,50000.0,,,,,,,,,,,,,2010-08-05,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.28,0.0,0.0,,,,,,,,,,,,,2010-08-05,2
FEUA,2013-12,16.28,16.28,16.28,16.28,25000.0,1000.0,25.0,16.24,50.0,50000.0,,,,,,,,,,,,,2010-08-06,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.16,0.0,0.0,,,,,,,,,,,,,2010-08-06,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.56,75.0,75000.0,,,,,,,,,,,,,2010-08-09,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.48,0.0,0.0,,,,,,,,,,,,,2010-08-09,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.46,75.0,75000.0,,,,,,,,,,,,,2010-08-10,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.38,0.0,0.0,,,,,,,,,,,,,2010-08-10,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.4,75.0,75000.0,,,,,,,,,,,,,2010-08-11,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.33,0.0,0.0,,,,,,,,,,,,,2010-08-11,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.41,75.0,75000.0,,,,,,,,,,,,,2010-08-12,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.31,0.0,0.0,,,,,,,,,,,,,2010-08-12,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.43,75.0,75000.0,,,,,,,,,,,,,2010-08-13,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.37,0.0,0.0,,,,,,,,,,,,,2010-08-13,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.33,75.0,75000.0,,,,,,,,,,,,,2010-08-16,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.23,0.0,0.0,,,,,,,,,,,,,2010-08-16,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.44,75.0,75000.0,,,,,,,,,,,,,2010-08-17,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.39,0.0,0.0,,,,,,,,,,,,,2010-08-17,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.33,75.0,75000.0,,,,,,,,,,,,,2010-08-18,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.29,0.0,0.0,,,,,,,,,,,,,2010-08-18,2
FEUA,2013-12,16.4,16.4,16.4,16.4,25000.0,1000.0,25.0,16.86,75.0,75000.0,,,,,,,,,,,,,2010-08-19,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.81,0.0,0.0,,,,,,,,,,,,,2010-08-19,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.04,75.0,75000.0,,,,,,,,,,,,,2010-08-20,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.99,0.0,0.0,,,,,,,,,,,,,2010-08-20,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.73,75.0,75000.0,,,,,,,,,,,,,2010-08-23,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.72,0.0,0.0,,,,,,,,,,,,,2010-08-23,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.94,75.0,75000.0,,,,,,,,,,,,,2010-08-24,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.89,0.0,0.0,,,,,,,,,,,,,2010-08-24,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.27,75.0,75000.0,,,,,,,,,,,,,2010-08-25,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.24,0.0,0.0,,,,,,,,,,,,,2010-08-25,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.16,75.0,75000.0,,,,,,,,,,,,,2010-08-26,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.11,0.0,0.0,,,,,,,,,,,,,2010-08-26,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.2,75.0,75000.0,,,,,,,,,,,,,2010-08-27,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.15,0.0,0.0,,,,,,,,,,,,,2010-08-27,2
FEUA,2013-12,17.3,17.38,17.3,17.38,150000.0,1000.0,150.0,17.4,75.0,75000.0,,,,,,,,,,,,,2010-08-30,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.35,0.0,0.0,,,,,,,,,,,,,2010-08-30,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.17,150.0,150000.0,,,,,,,,,,,,,2010-08-31,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.12,0.0,0.0,,,,,,,,,,,,,2010-08-31,2
FEUA,2013-12,17.16,17.16,17.16,17.16,50000.0,1000.0,50.0,17.31,150.0,150000.0,,,,,,,,,,,,,2010-09-01,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.26,0.0,0.0,,,,,,,,,,,,,2010-09-01,2
FEUA,2013-12,17.28,17.43,17.28,17.43,50000.0,1000.0,50.0,17.7,175.0,175000.0,,,,,,,,,,,,,2010-09-02,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.65,0.0,0.0,,,,,,,,,,,,,2010-09-02,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.72,200.0,200000.0,,,,,,,,,,,,,2010-09-03,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.67,0.0,0.0,,,,,,,,,,,,,2010-09-03,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.69,200.0,200000.0,,,,,,,,,,,,,2010-09-06,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.64,0.0,0.0,,,,,,,,,,,,,2010-09-06,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.72,200.0,200000.0,,,,,,,,,,,,,2010-09-07,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.67,0.0,0.0,,,,,,,,,,,,,2010-09-07,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.57,200.0,200000.0,,,,,,,,,,,,,2010-09-08,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.45,0.0,0.0,,,,,,,,,,,,,2010-09-08,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.53,200.0,200000.0,,,,,,,,,,,,,2010-09-09,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.41,0.0,0.0,,,,,,,,,,,,,2010-09-09,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.27,200.0,200000.0,,,,,,,,,,,,,2010-09-10,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.22,0.0,0.0,,,,,,,,,,,,,2010-09-10,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.29,200.0,200000.0,,,,,,,,,,,,,2010-09-13,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.24,0.0,0.0,,,,,,,,,,,,,2010-09-13,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.23,200.0,200000.0,,,,,,,,,,,,,2010-09-14,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.18,0.0,0.0,,,,,,,,,,,,,2010-09-14,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.39,200.0,200000.0,,,,,,,,,,,,,2010-09-15,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.34,0.0,0.0,,,,,,,,,,,,,2010-09-15,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.24,200.0,200000.0,,,,,,,,,,,,,2010-09-16,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.19,0.0,0.0,,,,,,,,,,,,,2010-09-16,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.28,200.0,200000.0,,,,,,,,,,,,,2010-09-17,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.23,0.0,0.0,,,,,,,,,,,,,2010-09-17,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.0,200.0,200000.0,,,,,,,,,,,,,2010-09-20,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.92,0.0,0.0,,,,,,,,,,,,,2010-09-20,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.82,200.0,200000.0,,,,,,,,,,,,,2010-09-21,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.77,0.0,0.0,,,,,,,,,,,,,2010-09-21,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.97,200.0,200000.0,,,,,,,,,,,,,2010-09-22,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.93,0.0,0.0,,,,,,,,,,,,,2010-09-22,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.82,200.0,200000.0,,,,,,,,,,,,,2010-09-23,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.73,0.0,0.0,,,,,,,,,,,,,2010-09-23,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.29,200.0,200000.0,,,,,,,,,,,,,2010-09-24,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.24,0.0,0.0,,,,,,,,,,,,,2010-09-24,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.36,200.0,200000.0,,,,,,,,,,,,,2010-09-27,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.28,0.0,0.0,,,,,,,,,,,,,2010-09-27,2
FEUA,2013-12,17.24,17.24,17.24,17.24,25000.0,1000.0,25.0,17.61,200.0,200000.0,,,,,,,,,,,,,2010-09-28,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.53,0.0,0.0,,,,,,,,,,,,,2010-09-28,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.62,225.0,225000.0,,,,,,,,,,,,,2010-09-29,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.54,0.0,0.0,,,,,,,,,,,,,2010-09-29,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.4,225.0,225000.0,,,,,,,,,,,,,2010-09-30,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.35,0.0,0.0,,,,,,,,,,,,,2010-09-30,2
FEUA,2013-12,17.34,17.34,17.34,17.34,25000.0,1000.0,25.0,17.38,225.0,225000.0,,,,,,,,,,,,,2010-10-01,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.34,0.0,0.0,,,,,,,,,,,,,2010-10-01,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.21,225.0,225000.0,,,,,,,,,,,,,2010-10-04,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.16,0.0,0.0,,,,,,,,,,,,,2010-10-04,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.53,225.0,225000.0,,,,,,,,,,,,,2010-10-05,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.48,0.0,0.0,,,,,,,,,,,,,2010-10-05,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.55,225.0,225000.0,,,,,,,,,,,,,2010-10-06,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.47,0.0,0.0,,,,,,,,,,,,,2010-10-06,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.45,225.0,225000.0,,,,,,,,,,,,,2010-10-07,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.37,0.0,0.0,,,,,,,,,,,,,2010-10-07,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.56,225.0,225000.0,,,,,,,,,,,,,2010-10-08,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.48,0.0,0.0,,,,,,,,,,,,,2010-10-08,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.81,225.0,225000.0,,,,,,,,,,,,,2010-10-11,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.76,0.0,0.0,,,,,,,,,,,,,2010-10-11,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.77,225.0,225000.0,,,,,,,,,,,,,2010-10-12,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.72,0.0,0.0,,,,,,,,,,,,,2010-10-12,2
FEUA,2013-12,17.78,17.78,17.78,17.78,15000.0,1000.0,15.0,17.67,225.0,225000.0,,,,,,,,,,,,,2010-10-13,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.56,0.0,0.0,,,,,,,,,,,,,2010-10-13,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.62,240.0,240000.0,,,,,,,,,,,,,2010-10-14,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.51,0.0,0.0,,,,,,,,,,,,,2010-10-14,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.53,240.0,240000.0,,,,,,,,,,,,,2010-10-15,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.42,0.0,0.0,,,,,,,,,,,,,2010-10-15,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.44,240.0,240000.0,,,,,,,,,,,,,2010-10-18,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.33,0.0,0.0,,,,,,,,,,,,,2010-10-18,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.04,240.0,240000.0,,,,,,,,,,,,,2010-10-19,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.97,0.0,0.0,,,,,,,,,,,,,2010-10-19,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.14,240.0,240000.0,,,,,,,,,,,,,2010-10-20,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.07,0.0,0.0,,,,,,,,,,,,,2010-10-20,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.84,240.0,240000.0,,,,,,,,,,,,,2010-10-21,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.7,0.0,0.0,,,,,,,,,,,,,2010-10-21,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.03,240.0,240000.0,,,,,,,,,,,,,2010-10-22,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.02,0.0,0.0,,,,,,,,,,,,,2010-10-22,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.13,240.0,240000.0,,,,,,,,,,,,,2010-10-25,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,18.07,0.0,0.0,,,,,,,,,,,,,2010-10-25,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.93,240.0,240000.0,,,,,,,,,,,,,2010-10-26,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.87,0.0,0.0,,,,,,,,,,,,,2010-10-26,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.01,240.0,240000.0,,,,,,,,,,,,,2010-10-27,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.95,0.0,0.0,,,,,,,,,,,,,2010-10-27,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.75,240.0,240000.0,,,,,,,,,,,,,2010-10-28,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.69,0.0,0.0,,,,,,,,,,,,,2010-10-28,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.49,240.0,240000.0,,,,,,,,,,,,,2010-10-29,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.41,0.0,0.0,,,,,,,,,,,,,2010-10-29,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.45,240.0,240000.0,,,,,,,,,,,,,2010-11-01,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.45,0.0,0.0,,,,,,,,,,,,,2010-11-01,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.55,240.0,240000.0,,,,,,,,,,,,,2010-11-02,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.46,0.0,0.0,,,,,,,,,,,,,2010-11-02,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.53,240.0,240000.0,,,,,,,,,,,,,2010-11-03,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.34,0.0,0.0,,,,,,,,,,,,,2010-11-03,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.23,240.0,240000.0,,,,,,,,,,,,,2010-11-04,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.12,0.0,0.0,,,,,,,,,,,,,2010-11-04,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.34,240.0,240000.0,,,,,,,,,,,,,2010-11-05,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,17.23,0.0,0.0,,,,,,,,,,,,,2010-11-05,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.02,240.0,240000.0,,,,,,,,,,,,,2010-11-08,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.84,0.0,0.0,,,,,,,,,,,,,2010-11-08,2
FEUA,2013-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.12,240.0,240000.0,,,,,,,,,,,,,2010-11-09,1
FEUA,2014-12,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16.95,0.0,0.0,,,,,,,,,,,,,2010-11-09,2
